status,website,license_validity,official_rep,name,telephone,address,email
Valid License, None,4/24/2017 to 4/23/2021,CAPT GAUDENCIO C MORALES,ASTRA MARINE INTERNATIONAL INC,524-7521/525-0182/524-4280,"12/F, JEMARSONS PLACE, 1626 PILAR HIDALGO LIM STMALATE, MANILA",amii@astramarine.co
Forever Banned,, to 1/26/1984,MR SALUSTIANO SOMOSO,ASTRO MANPOWER PLACEMENT , 992127,13 MOTHER IGNACIA AVE ROXAS DISTRICTQUEZON CITY,
Valid License,N/A,12/20/2016 to 12/19/2020,GLENDA I TUMAMPIL,"ATC HUMAN RESOURCES, INC.",251-7588/ 09209599375/ 09054721785,"UNIT 302, SANRISE PLACE, 2164 M.H. DEL PILAR STMALATE, MANILA",atcresources.inc@gmail.com
Delisted,,5/23/1986 to 5/23/1986,MR HENRY T LAUREL,ATCI OVERSEAS CONSTRUCTION CORPORATION ,5218089 / 5218104,"VICTORIA BLDG 429 UN AVEERMITA, MANILA",
Valid License, None,11/29/2015 to 11/28/2019,RODENCIO Z SARMIENTO,ATCI OVERSEAS CORPORATION,897-3191/ 899-2051,"2F,1049 METROPOLITAN AVEMAKATI",atcioverseascorporation@yahoo.com
Cancelled, None,11/13/2014 to 11/12/2018,FELISA M MANGULABNAN,ATD INTERNATIONAL SERVICES AND TRAINING CENTER INC (FORMERLY ATD INTERNATIO,244-6472,"UNIT 2B, 49 SCT ALCARAZ ST COR D. TUAZON STMAHARLIKA, QUEZON CITY",atdinternationalservicesinc@gmail.com
Valid License,www.Athenna.com.ph,12/7/2016 to 12/6/2020,,ATHENNA INTERNATIONAL MANPOWER SERVICES INC,8884821/ 09173326621,"2/F #4672 EVANGELISTA-CUANGCO STSPIO DEL PILAR, MAKATI",aims@athenna.com.ph
Valid License,www.agp.ph,1/12/2017 to 1/11/2029,AUGUSTO G GAN,ATLANTIC GULF & PACIFIC COMPANY OF MANILA INC,(02) 6632100 LOCAL 3203 / (02) 6632114,"UNITS 817, 818 & 819, 8F, AIC BURGUNDY EMPIRE TOWEPASIG CITY",roberto.paglinawan@agp.ph
Cancelled,, to 10/8/1985,ATTY ROGELIO DIO,ATLANTIC OVERSEAS MANPOWER SERVICES INC , 592416,"4TH FLR PASCOR BLDG QUIRINO AVEMALATE, MANILA",
Delisted,,1/10/1994 to 1/9/1996,MR ANTONIO M ABAYA,ATLAS MANPOWER EXPONENTS COMPANY INC ,5243834,"3F DO#A MATILDE BLDG 870-882 APACIBLE STERMITA, MANILA",
Cancelled, None,12/4/2003 to 12/3/2007,ATTY DAVID F DACLAG,A-TOP MANPOWER CORPORATION,8334658/ 8333446,"U-F CK SY DIAMOND BLG.,156 LIBERTADPASAY CITY", None
Delisted,www.aumsi.com,6/24/2004 to 6/23/2008,MS AMELITA N GUINTO,AU MANAGEMENT SERVICES INC,5223854/525-1205,"S501 5F 1377 A MABINI COR STA MONICA STERMITA, MANILA",aumsimla@pldtdsl.net
Cancelled,www.aumsi.com,6/24/2012 to 6/23/2016,ATTY MARIANO O GUINTO,AU MANAGEMENT SERVICES INC,5223854/525-1205,"S501 5F 1377 A MABINI COR STA MONICA STERMITA, MANILA",aumsimla@pldtdsl.net
Cancelled,,8/3/2003 to 8/2/2007,CICERO L MALUNDA,AUCARMAR MANPOWER SERVICES ,5257584,750 PABLO OCAMPO SR ST MALATE MANILA,
Inactive,, to ,ENGR REYNALDO T ARINGO,AUDION ELECTRIC COMPANY INC , 983236 /  984373,90 J.ABAD SANTOS HEROES HILLQUEZON CITY,
Valid License,www.augustea.ph,11/6/2015 to 11/5/2019,MARY GRACE S. A .LABRUSCA,AUGUSTEA SHIP  MANNING PHILIPPINES INC. (FOR: CREWTECH SHIPMGNT PHILS INC),5513249/5513725/5513291/5516303/8312213,"U-B, PASEO VIEW,16F, LEPANTO BLG, 8747PASEODEROXASMAKATI",manning.ship@augustea.com
Valid License,www.augustin-ph.com,6/20/2018 to 6/19/2022,CAROL F DEBORDE,"AUGUSTIN INTERNATIONAL CENTER, INC.",5244448/ 5244416/ 5248219/ 09773209979/09224256812,"RMS. 200&202 GOCHANGCO BLDG 610 TM KALAW ST.ERMITA, MANILA",augustin@augustin-ph.com
Valid License,NA,10/8/2017 to 10/7/2021,ARCHIE D. REDULA,AUREUS MANPOWER & CONSULTANCY CORP,4489792,"2/F ALMANZA SQ BDG 490 ALABANG-ZAPOTE RD LAS PINASALMANZA, LAS PI�AS",aredula@aureuscorp.com
Cancelled, None,11/12/2004 to 11/12/2005,NA,AUSPHIL SHIP MANAGEMENT INC(FOR:GLC SHIPPING AND MANNING AGENCY,6715222/6721461,"RM309 3F PUZON BLGE. RODRIGUEZ, QUEZON CITY", None
Valid License,www.automatechsmanpower.com,3/11/2016 to 3/11/2020,REYNALDO V ALMADEN,AUTOMATECHS MANPOWER SOLUTIONS INC,2555615/ 2559027/ 2559028/ 09212510029,"2214 PEDRO GIL STREETSTA. ANA, MANILA",automatechs@gmail.com
Suspended, None,1/13/2016 to 1/12/2020,,AUXILIA INC,5622924 / 5622937,"8/F (WEST SIDE), G.E. ANTONINO BLDG, T.M. KALAW COERMITA, MANILA",president@auxilia.com.ph
Valid License,www.avantgarde.com.ph ,1/15/2016 to 1/14/2020,MIKE EDZEL G REBAMONTAN,AVANTGARDE SHIPPING CORP (AVANTGARDE ENTERPRISES INTERNATIONAL),8893665/8893582/8893583/8893589,"2593 A. BONIFACIO STBANGKAL, MAKATI",mail@avantgarde.com.ph 
Delisted,NA,12/18/2007 to 12/18/2008,CIRIACO S. CALALANG,AVATAR MANPOWER SERVICES,8430004,"RMS205-208 SISON MANSIONS 2631 ROCKEFELLER MAKATISAN ISIDRO, MAKATI",NA
Valid License,www.aviormarine.com,9/21/2016 to 9/20/2020,EDNA L RANARA,AVIOR MARINE INC (FORMERLY ELMIRA SHIPPING PHILS INC),8433277 TO 79 Loc 104 / 09178273635,"4F FLY ACE CORPORATE CENTER 13 CORAL WAY, CENTRALPASAY CITY",edna.ranara@aviormarine.com
Delisted,,3/24/2000 to 3/23/2002,MR OSCAR TADENA,AVITADE INTERNATIONAL MANPOWER SERVICES ,5788058 / 5350771,"RM210 JOVAN COND,600 SHAW BLV D COR.SAMAT,MAND.",
Cancelled, None,8/27/2010 to 8/26/2014,,"AWAS MANPOWER SERVICES, INC.",3105231/3105232,"R300 & 302, 3/F, KIMVI BLDG, 1191 MA. OROSA STREETERMITA, MANILA",APAWAS@HOTMAIL.COM /APAWAS@YAHOO.COM
Valid License,www.awriph.com,9/4/2018 to 9/3/2022,LOURDES V. GUIOGUIO,AWRI-ALL-WORLD RECRUITMENT INC (FORMERLY WHITE BIRD BUSINESS MANAGEMENT & G,632- 8057754 / 09257244852,NO. 6 JANE DE JOYA ST BF RESORTLAS PI�AS,allworld@awriph.com / admin@awriph.com
Delisted,,6/17/1998 to 6/15/2000,MS CECILIA R MIGITA,AXIL INTERNATIONAL SERVICES AND CONSULTANCY,5284363,RM303 & 304 JALANDONI BLDG COR MABINI & SALAS ERMI,
Inactive,, to 2/20/1981,ATTY RENATO DELA FUENTE,AYALA CORPORATION , 880921 /  880929,7TH FLR MAKATI STOCK EXCH BLDG AYALA AVEMAKATI,
Delisted,,2/9/2001 to 2/8/2003,MS ELVIRA R AYQUE,"AYQUE INTERNATIONAL MANPOWER SERVICES, INC.",2473127 / 2477442,S 216 NATIVIDAD BLDG 355 ESCOLTA STA CRUZ MLA,
Cancelled, None,12/13/2002 to 12/12/2006,FERNANDO R CHAVEZ,"A-Z PLACEMENT AGENCY, INC.",5643235/ 5618183,"A-Z BLG.1636 DIAMANTE COR.GRANATE SN.ANDRES BUKIDMALATE, MANILA",az_intl@yahoo.com 
Delisted, None,3/21/2000 to 3/20/2002,EDNA C ENCARNACION,"AZDAMAN PHILIPPINES, INC",6874095-96,"U1508 ANTEL GLOBAL BUS.TOWER,D O#A J.VARGAS,ORTIGA", None
Valid License, None,3/13/2016 to 3/12/2020,AZIZZA TAHIL SALIM,AZIZZAH INTERNATIONAL MANPOWER SERVICES INC.,5228128 / 09153843417,"R 208,209,210 & 217 MERCHANTS BLDG 509 P FAURA STERMITA, MANILA",azizzahapplicant@yahoo.com
Delisted,,10/8/2002 to 10/7/2006,JULIETA A ALKHUZEEM,AZOZI MANPOWER OVERSEAS ,5255198/ 5230879,1726 L. GUINTO ST. MALATE MANILA,
Cancelled, None,4/17/2012 to 4/16/2016,EVA O ABDOU,B & E OVERSEAS MANPOWER SERVICES CORP,4009673 / 4001545 / 4001034,"1392A  ABAD SANTOS BLDG., GEN. LUNA COR APACIBLE SPACO, MANILA",ABDOU.PLDT.DSL.COM.PH
Forever Banned,, to 10/21/1984,ENGR BENJAMIN L BARBER,B & M ENGINEERING CORPORATION ,,20TH CENTURY BLDG 632 SHAW BLVD MANDALUYONG,
Delisted,,11/28/1999 to 11/26/2001,MR BEN STA RITA,B STA RITA & COMPANY INC ,2421192 / 2421167,S-320 BANK OF P.I. BLDG PLAZA CERVANTES BINONDO,
Valid License,www.bmcart.com.ph,7/9/2016 to 7/8/2020,MARICAR R JAURIGUE,B.M.C.A.R.T. INTERNATIONAL RECRUITMENT AND PLACEMENT SERVICES INC,8043845/ 8043845/ 7503414/ 09178222270/09189634035,"U- E&F, 2F CLASSICA 1 COND 112 H V DE LA COSTA STSALCEDO VILLAGE, MAKATI",info@bmcart.com.ph/ mrj@bmcart.com.ph
Cancelled, None,5/17/2012 to 5/16/2016,OLIVIA G. MACUSI,BABYLON INTERNATIONAL SERVICES INC,525-5719/525-5728/450-1800,"MIDLAND PLAZA HOTEL GF RM 12&21 M ADRIATICO ST.ERMITA, MANILA", None
Cancelled,, to 11/9/1985,MR JESUS M NACIONGAYO,BAGONG FILIPINAS OVERSEAS CORPORATION ,,SUITE 505 VIP BLDG 1550 ROXAS BLVD MLA,
Valid License, None,3/16/2016 to 3/15/2020,ENRIQUE U BARCELO,BAGUIO BENGUET INTERNATIONAL RECRUITMENT AGENCY INC,(02) 3527054 / 09298201072 / 09274667601,"U205, 207,209, 211& 212 MINDANAO NOVA REALTYNOVALICHES PROPER, QUEZON CITY",baguiobenguetmain28@yahoo.com
Valid License,www.bahiashipping.ph,2/17/2018 to 2/16/2022,MS CYNTHIA C MENDOZA,BAHIA SHIPPING SERVICES INC,5217456,"UNITS 5A&5B, MA.DANIEL BLDG, 470 SAN ANDRES STMALATE, MANILA",bahia.secretariat@bahiashipping.ph
Valid License, None,1/12/2019 to 1/11/2023,RINA ANN A BAUTO,BAILEY CORPORATION,7144876/ 3570816/ 09999528671,"S302 BEL AIR APTS 1020 ROXAS BLVDERMITA, MANILA",baileycorpmain@yahoo.com/baileycorpmain08@gmail.co
Valid License, None,1/15/2016 to 1/14/2024,MS JOSEFINA T REYES,BALIWAG NAVIGATION INC,5216076/ 5234785/ 5234798/ 5253565/ 09228629904,"3/F VICTORIA BLDG 429 UN AVEERMITA, MANILA",balnav@bni.com.ph
Inactive,, to ,MR ROMEO C BUENAVENTURA,BALM CONSTRUCTION COMPANY INC ,,3/F CASTRO BLDG TIMOG AVE QUEZON CITY,
Valid License,N/A,6/27/2016 to 6/27/2020,EUTIQUIO R REYES JR,BALTIC ASIA CREWING INCORPORATED,310-0471/ 09059990085,"UNIT 403, 4/F, AVENUE SQUARE GARDEN, 532 UNITED NAERMITA, MANILA",baltic@balticasia.net
Ceased Operations,,5/20/2009 to 5/19/2013,MR REGINALDO A OBEN,BANDILA MARITIME SERVICES INC ,5260505/ 5261728,3F&4F CAROLINA BLDG 2106 MADRE IGNACIA ST MALATE,
Valid License, None,11/10/2008 to 1/10/2012,MR REGINALDO A OBEN,BANDILA SHIPPING INC,,"4/F WALLEM PHILS BLDG BEATERIO LEGASPIINTRAMUROS, MANILA", None
Expired,,10/27/1998 to 10/27/2000,MR REGINALDO A OBEN,BANTAYOG OCEAN SHIPPING INC ,,3F/4F CAROLINA BDG 2106 MADRE IGNACIA ST MALATE ML,
Delisted,,9/10/1986 to 9/10/1987,MR ENRIQUE M ABOITIZ JR,BANTAYOG SHIPPING CORPORATION ,,PIER 4 NORTH HARBOR TONDO MANILA,
Valid License,www.ban-uden.com.ph,3/22/2019 to 3/21/2023,CELSO L. BANAG,BAN-UDEN CREWING INC,4008955/9274696/ 09209525423/09228287915,"40 FAITH STREET,PROJECT 6, QUEZON CITY",capt.celsbanag@ban-uden.com.ph
Cancelled, None,10/4/2001 to 10/3/2003,WILLIAM Y SY,BAPP`S INTERNATIONAL MANPOWER INC,5637147 / 5641928,"1322 PAZ STPACO, MANILA", None
Valid License,www.bargonfip.com,9/3/2016 to 9/2/2020,BELTRAN B. BARGAS,BARGONFIP SHIPMANAGEMENT INC,(+632) 3100399 / 09988498485,"SUITE 104, MANNRA HOTEL, 711 PRES. QUIRINO AVENUEMALATE, MANILA",bsimail@bargonfip.com
Delisted,NA,11/13/2003 to 11/13/2007,LUCENA P. ESPEDILLON,"BARI-BARI PHILS. MIS. OCC., INC.",088-2723478,"RIZAL STREET, AGORA MARKETJIMENEZ, MISAMIS OCCIDENTAL",NA
Valid License,www.barko.com.ph,8/30/2016 to 8/29/2020,LENORE MAXINE VICTORIA  M,BARKO INTERNATIONAL INC (FORMERLY UNITRA BARKO INC),5238503 - 04 / 5250310 TO 13,"*3/F BARKO BLDG 1014 PABLO OCAMPO STMALATE, MANILA",bii_general@barko.com.ph
Delisted,,3/7/1994 to 3/5/1996,MS BARBARA CAMACHO ESPINO,BASE ANGLE FOR COSMOPOLITAN EMPLOYMENT CORPORATION (FOR HIGURE INTL CORP), 501372,533 A.FLORES COR GREY ST ERMITA MANILA,
Cancelled,, to ,COL ANTONIO MA ALONTE,BASE CONSTRUCTION SERVICE GROUP INC ,,21 PRES. OSME#A ST MARIKINA METRO MANILA,
Cancelled,, to 1/15/1983,MARIANNE SALLY ESTRELLA,BASIC INTERNATIONAL SERVICES , 508498 / 5217813,475 REMEDIOS ST COR A.MABINI ST ERMITA MANILA,
Cancelled, None,2/20/2003 to 2/20/2007,MARITES A FILAMOR,BASIC WORLD MANPOWER SERVICES,3384659 / 5284442/ 3039168,1006 &1012 APACIBLE ST. ERMITA MANILA,basicworld@eastern.com.ph 
Forever Banned,, to 2/22/1985,MR NICANOR INTON,BATAAN INTERNATIONAL EXPORT-IMPORT & MANPOWER SERVICES INC, 897146 /  889129,3/F VILLAFLOR BLDG 57 BUENDIA AVE MAKATI CITY,
Valid License,www.bhr.com.ph,10/31/2018 to 10/30/2022,JOSELITO S. ATIENZA,BATANGUE�O HUMAN RESOURCES INC.,567-5014/ 3528976,"G1 (G/F), U- 201,202&203 (2/F) AND U-301,302 & 303MALATE, MANILA",bhr.info@ymail.com
Delisted,, to 11/25/1987,MR JOSE ARISTEO COLMENAR,BATCH SHIPPING AGENCIES & MARINE SERVICES INC, 893386,STERLING COND BLDG DE LA ROSA LEGASPI VILL MAKATI,
Cancelled,NA,1/13/2011 to 1/12/2015,BAITULON S. ABDULSATAR,BATIE INTERNATIONAL MANPOWER SERVICES INCORPORATED,3798195/0905-2275072/0908-8118451,"1019-B (GF) & 1019-1021 (2F) GEN MALVAR STMALATE, MANILA",batieinternational@yahoo.com
Valid License,WWW.BAYANINURSE.COM,1/11/2012 to 12/6/2020,ARTURO D. CANTOS,"BAYANI CONSULTING NETWORK , INC.",8936567,"PNTHSE UA GREENBELT MANSION 106 PEREA STLEGASPI VILLAGE, MAKATI",BAYANI@BAYANINURSE.COM
Cancelled,, to 6/25/1985,MR BLAS B CERVANTES,BB CERVANTES PLACEMENT CENTER (INTERNATIONAL),,68 CARBAL BLDG WEST AVE QUEZON CITY,
Delisted,,3/6/1996 to 3/5/1998,HADJI ABUBACAR P BIRUAR,BB UNIWIDE INTERNATIONAL MANPOWER PLACEMENT SERVICES INC,8122272,505 A.MABINI COR A.FLORES STS ERMITA MANILA,
Forever Banned,,7/28/1988 to 9/21/1992,MS BRENDA A DAYOT,BDR INTERNATIONAL SERVICES INC , 703440,1180 E.RODRIGUEZ SR BLVD QUEZON CITY,
Cancelled,NA,5/31/2007 to 5/31/2011,MARIE GLADYS LIM UY,BE GLAD WORLDWIDE PLACEMENT AGENCY,253-4744/2533305,"3F RIASJAC BLDG BASELINE CMPLX JUANA OSMENA CEBUCEBU CITY, CEBU",NA
Valid License,www.beamkoship.net,5/21/2017 to 5/20/2021,JUANITO G SALVATIERRA JR,BEAMKO SHIPMANAGEMENT CORPORATION (FORMERLY EMC ASIA SHIPMANAGEMENT INC),5281612/404-3991/4043995/4050176,"SEC A&B 14F R MAGSAYSAY CTR 1680 ROXAS BLVDMALATE, MANILA",beamko@i-manila.com.ph
Delisted,,5/11/1999 to 5/11/2001,REYNALDO C MONSALVE,BECARD MARITIME CORP. ,5239429 / 5239435,UNIT502 GEDISCO TERRACE 1148 RXS BLVD. ERMITA MLA,
Suspended,BECMEN.NO-IP.COM/HOME.HTML,6/26/2014 to 6/25/2018,MS BENILDA C MENDOZA,BECMEN SERVICE EXPORTER & PROMOTIONS INCORPORATED (FOR BECMEN SVC,5220558 / 5253636/ 5260373,UNIT 2D 2/F CUEVAS TOWER CONDO TAFT AVE COR P.GILMANILA,BECMEN@YAHOO.COM
Forever Banned,, to 4/13/1985,MS BELEN S ESTRELLA,BEE GENERAL SERVICES ,,2F OCEANIC COMM`L BLDG P.TAMO ST MAKATI CITY,
Delisted, None,9/3/2003 to 9/2/2007,DAISY FLORENCIA L. SAITO,BEEDJADE SERVICE CONTRACTORS CORP.,4003915,"3/F FELISA BLDG 952 QUIRINO AVEMALATE, MANILA", None
Valid License,NA,3/21/2017 to 3/20/2021,FERNANDINO T. LISING,BELCHEM PHILIPPINES INC,5277491 loc 209 ,"G/F PLAZA SANTIAGO BLDG STA CLARA ST MANILAINTRAMUROS, MANILA",mail@belchem.ph
Delisted,NA,6/30/2006 to 6/30/2010,DANIEL R. GAWAT,BELCION INTERNATIONAL HUMAN RESOURCES CORPORATION,759-2320,"PENTHSE (RW)BLOOMINGDALE BDG 205 SALCEDO STLEGASPI VILLAGE, MAKATI", None
Delisted, None,8/25/2006 to 8/24/2010,MS BELLA E DIMAYUGA,"BELLESTAR  PROMOTIONS, INC.",7315061/ 7117177/ 7321999,2F 1709 PIY MARGAL ST SAMPALOC MANILA, None
Forever Banned,, to 9/20/1985,CAPT VIRGILIO G CLOMA,BELOVED INTERNATIONAL AGENCY INC ,8316891 / 8330278,2205 LEVERIZA ST PASAY CITY,
Cancelled, None,7/6/2004 to 7/6/2008,AL MODESTO M VALENCIANO,"BELVEDERE MANPOWER, INC.",(077) 770-3837,"G/F (SOUTH WING) APILADO BLDG. 457 QUEZON AVE.,SAN FERNANDO CITY, LA UNION", None
Cancelled, None,4/4/2002 to 3/24/2004,MS MILAGROS O BARANGAN,BEMIL MANAGEMENT TRADING & MANPOWER SERVICES INC,5265781/ 5249033,306 ERMITA BLDG ARQUIZA ST ERMITA MANILA, None
Inactive,, to 4/11/1984,MR BEN ABASTILLAS,BEN ABASTILLAS CONSTRUCTION INC , 964724,3RD FLOOR NERY BLDG TAMBO PARANAQUE MM,
Delisted,,7/24/1998 to 7/23/2000,REMEDIOS B VILLANUEVA,BENCHARM INTERNATIONAL MANPOWER SERVICES ,4211722 / 9117593,"26-D,20TH AVE.,CUBAO,QUEZON CITY",
Valid License,www.beimanpower.com,3/8/2016 to 3/7/2020,EDWARD FILIP G. EDQUIBAN,BENCHSTONE ENTERPRISES INC,2556353 / 2410362,"2ND FLOOR, 2687 ARELLANO AVENUESTA. ANA, MANILA",recruit@beimanpower.com
Cancelled, None,8/18/2004 to 8/17/2008,MR CELSO L BANAG,BENEPHIL SHIPMANAGEMENT COMPANY INC.,6873497 (TELEFAX),R1607A 16F EAST TWR PSE CTR ORTIGAS CTR PASIG CITY, None
Valid License, None,9/1/2016 to 8/31/2020,EDGAR B BRUSELAS,BENHUR SHIPPING CORPORATION,5215712,"2159A&B TAFT BUSINESS CTR TAFT AVEMALATE, MANILA",benship@bruselcorp.net
Valid License,www.benisce.com,11/28/2016 to 11/27/2020,MARIA TERESA T VALERA,BENISCE INTERNATIONAL MANPOWER SERVICES,2166687 / 6313300 / 09178470920,"UNITS 603 & 805, OMM-CITRA BLDG, SAN MIGUEL AVE, OPASIG CITY",benisce@yahoo.com.ph
Delisted,,6/10/2002 to 6/9/2006,MR ROMEO S RESURRECCION,BENTON INTERNATIONAL RECRUITMENT AGENCY INC.,7443096 / 7443092,"4F DALLCON II BLG.164 AURORA BLVD,SAN JUAN MM",
Cancelled,www.benzor.ph,8/29/2014 to 8/28/2018,BENJAMIN C. CARO,BENZOR INTERNATIONAL MANPOWER SERVICES,8317259,"GF & 2F, JBR BLDG, 4384 DAYAP STPALANAN, MAKATI",benzor@benzor.com.ph
Valid License,NA,6/24/2018 to 6/23/2022,VIRGINIA B. MACAPINLAC,BERACAH HUMAN RESOURCE CONSULTANCY,367-2771/ 415-1712/0921-9634770 (mobile),"29-B TANGALI ST STA MESA HEIGHTSSAN JOSE, QUEZON CITY",admin.ph@beracah.com.sg
Valid License,www.bestgroupmarketing.com,10/4/2017 to 10/3/2021,BENJAMIN C TALAO,BEST GROUP MARKETING AGENCY INC,4784993 / 9459924 / 7389833 / 09178412338,4810 VALDERAMA ST BRGY PIO DEL PILARMAKATI,bestgroupmarketing@gmail.com
Valid License,www.bmwrecruit.com,12/24/2014 to 12/23/2018,RICARDO L. FABIAN JR.,BEST MIGRANT WORKERS INTERNATIONAL MANPOWER SERVICES INC (FOR: BMW INTL,4980314/ 4980299/ 4980000/ 09956579839/09184534909,"1426 L. GUINTO STREETMALATE, MANILA",jobs_bmwrecruit@yahoo.com
Cancelled, None,4/6/2015 to 4/5/2019,CRISTINA E MARASIGAN,BEST ONE INTERNATIONAL SERVICES & CONSULTANCY INC.,5243906 / 5243907/ 5243910,"NO 1810- B SAN MARCELINO STREETMALATE, MANILA",BEST_ONE@PLDTDSL.NET
Cancelled,, to 3/15/1983,MR RAMON MANGAHAS,BEST RESOURCES CORPORATION , 585398 /  967573,SUITE 301 CUASAY BLDG 678 AURORA BLVD QC,
Delisted,NA,1/18/2007 to 1/18/2008,BENITO P. CHIONGBIAN,BEST WAY INTL RECRUITMENT AGENCY INC,4004710 TO 11,"4F GUILLERMA BLDG 1119 A MABINI STERMITA, MANILA",BESTWAY@YAHOO.COM.PH
Cancelled, None,11/26/2003 to 11/25/2007,NA,"BESTCARE PLACEMENT SERVICES, INC.",4840055/ 4840057,"1555-A(GF&MF)201-204,301,307&308 L.HENSON MABINIERMITA, MANILA",BESTCARE_PHILS@PACIFIC.NET.PH
Cancelled,, to ,MS MARINA IMBAT,BETMAR SERVICES COMPANY , 590981,SUITE 604 SAN CARLOS APTS ERMITA MANILA,
Cancelled,, to ,MR ROLANDO BAYOT,BETTER BUILDERS CONSTRUCTION CORPORATION ,,2158 CAROLINA ST MALATE MANILA,
Cancelled,, to 12/7/1983,MR DESIDERIO ANOLIN,BETTER LIFE INTERNATIONAL SERVICES , 605709,138 E.RODRIGUEZ SR AVE QUEZON CITY,
Cancelled, None,9/21/2003 to 9/20/2007,MARIBEL F CHANG,BETTER LIVING INTERNATIONAL PLACEMENT INC,3638189/ 3635835,U2B ROJUMAR BLG.222-230 RIZAL  AVE EXT 5TH AVECALOOCAN CITY, None
Cancelled,, to ,MR BONITO DE GUZMAN,BG SPECIALIST PLACEMENT SERVICES ,,GIT BLDG 509 MENDOZA ST QUIAPO MANILA,
Delisted,,5/18/1998 to 5/16/2000,MS BECKY G GRAJO,BGG INTERNATIONAL RECRUITMENT ,7414187 / 7115512,3F 145 MABINI COR DIMASALANG CALOOCAN CITY,
Forever Banned,, to 2/8/1984,,BICPAN BUILDERS & DEVELOPMENT CORPORATION,8315331,HOLIDAY COMM`L COMPLEX LIBERTAD PASAY CITY,
Delisted,,12/30/2002 to 12/29/2006,MARITES P ELLAMIL,"BIENTE UNO PROMOTIONS, INC. ",8866798,264 VERGEL ST PASAY CITY,bienteuno@vasia.com
Delisted, None,3/5/2007 to 3/5/2008,SOLEDAD D.C. MACAPUGAY,BIG CIRCLE INTERNATIONAL MANPOWER MANAGEMENT AGENCY,4905636,"R303 305 307 E PCI BANK BLG J BOCOBO COR U.N. AVEERMITA, MANILA",J_BIGCIRCLE@YAHOO.COM.PH
Cancelled, None,10/16/2012 to 10/15/2016,,BIG DIPPER MARITIME SERVICES CORPORATION,4905636,"R403 ADRIATICO EXECUTIVE CENTER #1920 M ADRIATICO MALATE, MANILA",admin@bigdippermaritime.com
Valid License,www.bbpi.com.ph,6/19/2015 to 6/18/2019,MELINDA DANGANAN,"BILLBOARD PROMOTION, INC.",(+632) 7121999/ 2802075/ 09563091544/ 09996658859,"1/F, REDO BLDG ANNEX, 951 REMEDIOS ST. COR SAN PASMALATE, MANILA",billboardpromotion.bbpi@gmail.com
Delisted,,8/12/1988 to 8/12/1994,MR BERNABE F SOLEDAD JR,BING SOLEDAD MULTISKILLS INTERNATIONAL INCORPORATED (MULTI SKILLS INT`L ),5210341 / 5210343,BFS BLDG 5781 ZOBEL ROXAS AVE MAKATI CITY,
Cancelled, None,11/23/2006 to 11/22/2010,NOLY E. OSCILLADA,BINHAROON INTERNATIONAL MANPOWER SUPPLY,656-3258/6551520,12C 2F DSM ARCADE BLDG ORTIGAS AVE.PASIG CITY, None
Valid License, None,4/15/2016 to 4/14/2020,REVELYN G BARRETTO,"BIONIC MANPOWER SERVICES, INC.",5244589/ 5266438,"R210 (2F) & 303 (3F) GEDISCO CTR 1564 A. MABINI STERMITA, MANILA",bionic888@yahoo.com
Valid License,www.bisonjobs.com,12/20/2018 to 12/19/2022,BELEN M ALHUMAYED,BISON MANAGEMENT CORPORATION,8964667/758-1159 TO 64,"GF,2F&3F(LW) BMH CTR 3963 YAGUE ST STA CRUZMAKATI",info@bisonph.com
Valid License,www.blazingstar_phil.com,7/11/2015 to 7/10/2019,MYRA P DE JESUS,BLAZING STAR INTERNATIONAL MANPOWER SERVICES,4006080/ 5213158,U107 MAKATI CINEMA SQUARE TOWER #1299 CHINO ROCESMAKATI,myra@blazingstar-phil.com
Delisted,, to 10/23/1993,FILOMENO S ORTIZ JR,BLESSED SHIPPING AGENCY CORPORATION ,8325203,2143-B LEVERIZA ST PASAY CITY,
Delisted, None,10/1/2000 to 9/30/2002,MS EDNA B BAUTISTA,"BLESSING EMPLOYMENT AGENCY, CO.",4566797 / 4532325,"U 2B,C&E BLG.,MINDANAO AVE. EXT,QC", None
Cancelled,,7/27/2001 to 7/25/2003,EMMANUEL E MENDEZ,BLOOMING FIELD  MANPOWER SERVICES CORPORATION,4385841,NO. 29-A JP RIZAL ST PROJ 4 QUEZON CITY,
Delisted, None,11/15/2012 to 11/15/2013,LORNA DC HERRERA,BLT GLOBAL MANPOWER SERVICES INC,(044)5114780,"2/F VENTUS BLDG RAMAR VILL MAHARLIKA RDSAN JOSE CITY, NUEVA ECIJA", None
Cancelled, None,9/26/2003 to 9/25/2007,NA,BLUE BAY EMPLOYMENT SERVICES INC. ,5247487/ 5247483,"GF AND  RM502 5F AP BLDG F AGONCILLO COR P GIL STERMITA, MANILA",bluebayagency@pacific.net 
Valid License,www.bluemanila.com,2/6/2018 to 2/5/2022,MA PAZ F V ARCELLANA,BLUE MANILA INC,7064951 TO 55/ 7064932/ 09328663704/ 09178174057,"UNITS 9-A, 9-B & 9-C, BELVEDERE TOWER COND, 15 SANPASIG CITY",bmi@bluemanila.com
Delisted,,3/16/1994 to 3/16/1996,JOCELYN A SANTOS,BLUE NILE MANPOWER SERVICES ,5217911,"RM.361,163,365,371,369 RAMAGI 1081 P.GIL ST PACO",
