status,website,license_validity,official_rep,name,telephone,address,email
Valid License,www.filsino.com,8/31/2018 to 8/30/2022,ARLEMINDA A MANIO,"FIL-SINO MANPOWER SERVICES, INC.",8320968/5514608/8317751/8233891,"NO 27 RAINBOW ST, BRICKTOWN SUBD, MOONWALK&amp;nbspPARA�AQUE",filsino@pldtdsl.net
Valid License,www.filsms.ph,12/23/2015 to 12/22/2019,MR JAIME B PABALAN,FIL-SMS CORPORATION,5238739/ 5216115/ 0917-5293844,"*S9,4F ROYAL BAY TERRACE COND., UN AVENUE&amp;nbspERMITA, MANILA",filsms@filsms.ph
Valid License,N/A,2/23/2016 to 2/22/2020,MR GREGORIO F ORTEGA,FIL-STAR MARITIME CORPORATION (FORMERLY SANKO FIL-STAR MARITIME CORPORATION,5235659 5235612,"GF 2F SANKO BLG 1631 SAN MARCELINO ST&amp;nbspMALATE, MANILA",filstar@filstarmaritime.com
Forever Banned,, to 9/17/1987,MR ALEJANDRO B LOPEZ,FILTA TECHNICAL & GENERAL SERVICE AGENCY ,,"RM.404 TRADE CENTER BLDG MABINI ST&amp;nbspERMITA, MANILA",
Delisted, None,5/24/2002 to 5/24/2004,LUZ AGNES P AGUINALDO,FILWORKS MANPOWER INC,5228789 / 5229744,"RM 304 COMMERCIAL BLDG 1191 MA OROSA ST&amp;nbspERMITA, MANILA", None
Valid License, None,9/8/2017 to 9/8/2019,KAREEN JOY M CATIPUNAN,FINAS MANPOWER RECRUITMENT CORPORATION,8212442 / 09178402613,2F UNIT D &amp;E 2F MCF BLG 2250 COLLEGE ROAD TAFT AVE&amp;nbspPASAY CITY,finas.manpower@gmail.com
Valid License,www.findstaffmanila.com,10/3/2016 to 10/2/2020,RAMON O ESTRELLA,FINDSTAFF PLACEMENT SERVICES INC,5214116 / 09755529210,"2ND FLOOR, 2043 F. BENITEZ STREET&amp;nbspMALATE, MANILA",pgm@findstaffmanila.com / monstar1943@gmail.com
Valid License,www.finestasia.com,3/8/2016 to 3/7/2020,MARY JANE LINSANGAN,FINEST ASIA RESOURCES INC (FOR FILIPINO ARAB RESOURCES INC),(02) 8180031 - 35 / 09162912045/ 09178819565,"7F VERNIDA IV BLG 128 L P LEVISTE ST SALCEDO VILL&amp;nbspMAKATI, MAKATI",info@finestasia.com
Delisted, None,9/18/2002 to 9/18/2004,ALEXIS F. RAZON,FINEST PLACEMENT AGENCY,732-1357,RM.201 U-A&amp;B 1425 J.FAJARDO ST. SAMPALOC&amp;nbsp, None
Inactive,,4/18/1998 to 4/18/2000,MS ANGELINA T RIVERA,"FINEWOOD SHIPPING, INC. ",5360968,SOL BLDG 112 AMORSOLO ST LEGASPI VILL MAKATI&amp;nbsp,
Forever Banned,, to 10/9/1985,MR DANILO S CANLAS,FINMARK MANAGEMENT SERVICES , 599908 /  598991,1821 P M GUAZON ST PACO MANILA&amp;nbsp,
Cancelled,NA,8/1/2011 to 8/1/2012,REYNALDO V. LIM,FIRST ASIAN CAREER SOLUTIONS INC,7276429/7255516,"U801 RICHBELT TOWER COND 17 ANNAPOLIS ST&amp;nbspGREENHILLS, SAN JUAN",rvl.facsi@yahoo.com
Delisted,,4/11/1989 to 4/11/1991,MR ATANACIO B BRUSELAS,FIRST ASIAN TRANSPORT SHIPPING CORP , 574771 /  574772,***2111-B M.ADRIATICO ST MALATE MANILA&amp;nbsp,
Valid License,www.firstchampion.net,7/11/2015 to 7/10/2019,FERNANDO A. MAGOS SR.,FIRST CHAMPION & INTERNATIONAL ENTERTAINMENT INC (FORMERLY FIRST CHAMPION I,3100108,"RM 502, 5F JS CONTRACTOR BLG 423 MAGALLANES ST&amp;nbspINTRAMUROS, MANILA",recruitment@firstchampion.net
Cancelled, None,8/2/2010 to 8/1/2014,SHIRLEY CAMPOS-ALONTO,FIRST COSMOPOLITAN MANPOWER & PROMOTION SERVICES INC (COSMOPOLITAN),928-0973,*33 FISHERIES ST BRGY VASRA QUEZON CITY&amp;nbsp, None
Cancelled, None,7/3/2003 to 7/2/2007,AVELINA M ABDALLA,FIRST DREAM HUMAN RESOURCES (FORMERLY AROUND THE PHILIPPINES MANP SVCS),3380185/86/91,"R307&amp;314 MERCHANTS BLG.509 P.FAURA ST&amp;nbspERMITA, MANILA", None
Delisted,,3/21/1989 to 3/21/1993,MR OSCAR M LOPEZ,FIRST HOLDINGS INTERNATIONAL INC ,6314091 / 6314092,3F CHRONICLE BLDG TEKTITE COR MERALCO AVE PASIG&amp;nbsp,
Delisted,,5/17/1998 to 5/15/2000,MR ARSENIO C PAEZ II,FIRST INTERNATIONAL DIVERSIFIED MANPOWER SERVICES CORPORATION,9242425,*65 BOHOL AVE COR PANAY ST QUEZON CITY&amp;nbsp,
Delisted,,1/6/1994 to 1/5/1996,MR J C SEBASTIAN,FIRST INTERNATIONAL REPRESENTATIVES & CONTRACTORS CORPORATION, 884721 /  884724,7464 BAGTIKAN ST MAKATI CITY&amp;nbsp,
Cancelled,www.firstmagellan.com,2/27/2015 to 2/26/2019,GRACIELLA S JORDAN,FIRST MAGELLAN OVERSEAS CORPORATION,2637458/ 09435714368,"4TH FLOOR, GRAYLINE BLDG, 14 ARAYAT STREET&amp;nbspMANDALUYONG",marketing@firstmagellan.com
Valid License,www.firstpersonnel@gmail.com,2/13/2016 to 2/12/2020,AILEEN B TRINIDAD,FIRST PERSONNEL SERVICES INC.,889-0523/ 09274726975,"G/F &amp; 2/F, 4677 ARELLANO STREET&amp;nbspPALANAN, MAKATI",admn.firstpersonnel@gmail.com
Delisted,,1/26/2000 to 1/24/2002,MARIETTA G CEDRE,FIRST PLACEMENT SERVICES CORPORATION,4345768,"2F PNN CAFE,CUENCA-GONZAGA BLG SAN JUAN ST,BACOLOD&amp;nbsp",
Valid License,NA,11/7/2015 to 11/6/2019,ELNOR E TAPNIO,FIRST STEP MANPOWER INT`L. SERVICES INC,9450322/ 4508156/ 09167850254,"202,205,206,208,210&amp;218,1578 MABINI COR P. GIL&amp;nbspERMITA, MANILA",stepfirst27@yahoo.co.uk
Valid License, None,8/10/2016 to 8/9/2020,MR ROBERT P MAGAWAY,FIRST VICTORY SHIPPING SERVICES,5241945 / 5231784 / 4843884,"UNITS E,F,G&amp;H, 2/F, TOWER C, SUNTRUST ADRIATICO GA&amp;nbspMALATE, MANILA",firstvictoryshipping@gmail.com
Valid License,www.firstselectmanpower.com,8/31/2016 to 8/30/2020,MA EMILIE T SAMONTE,FIRST-SELECT  INTERNATIONAL MANPOWER SERVICES INC,3109922 / 3102723,"RM 201, UNLAD COND, 1665 TAFT AVE COR MALVAR ST&amp;nbspMALATE, MANILA",firstselect2012@yahoo.com
Cancelled,, to 7/19/1983,MR CESAR Y CATIBAYAN,FISCHER ENGINEERING & MAINTENANCE COMPANY INC, 851756 /  877386,750 E.DELOS SANTOS AVE PASAY CITY&amp;nbsp,
Valid License, None,7/30/2016 to 7/29/2020,CYNTHIA A LESLIE,FIVE STAR MARINE SERVICES CORPORATION,5739481/ 3103293/ 3101518,"2F &amp; 3F, ACACIA PLACE, 1623 J. BOCOBO ST&amp;nbspMALATE, MANILA",fivestarmarineoperations@hotmail.com
Valid License,fj-mhark.com,5/22/2017 to 5/22/2019,RAMON S HERNANDEZ,FJ-MHARK MANPOWER INTERNATIONAL AGENCY INC,(046) 4726743 / 09273149757/ 09391009119,"MNBB BLDG MEADWOOD AVENUE P F ESPIRITU V&amp;nbspBACOOR CITY, CAVITE",mharkfj861@gmail.com
Delisted, None,12/28/2004 to 12/28/2005,FLORDELIZA C. LARIZA,FL OCTA VISION MANPOWER SERVICES AGENCY CO,9120337/4394225,"U1128 DOLMAR BLG, U.N. AVE.&amp;nbspPACO, MANILA", None
Valid License,www.flboverseas.com.ph,6/20/2018 to 6/19/2022,NASSREEN F CARANDANG,FLB OVERSEAS EMPLOYMENT AGENCY INC. (FLB ENTERPRISES),521-2780/ 664-5693,"U-201&amp;301, LOGIC HOUSE, 1811 M. GUERRERO ST&amp;nbspMALATE, MANILA",FLBOverseas@yahoo.com
Valid License,www.fleetship.com,11/22/2015 to 11/21/2019,ALBERTO B F GAVIOLA JR,FLEET MANAGEMENT SERVICES PHILIPPINES INC,4050189/4004929,"15/F,  G.E. ANTONINO BLG, TM KALAW COR BOCOBO STS&amp;nbspERMITA, MANILA",fleet-ph-manning@fleetship.com
Delisted,,10/10/2000 to 10/9/2002,NOT STATED,FLOR CALLO INTERNATIONAL TRADE ,4142423 / 4107129,"101,103 &amp; 104 1840 VIR BLDG E. RODRIGUEZ CUBAO QC&amp;nbsp",
Suspended (Document Processing),,7/20/2014 to 7/19/2018,MARIA PILAR G. SONGCO,FLORIDA RESOURCES & PLACEMENT CORPORATION,5251249 / 5364339,2317 SINGALONG ST MALATE MANILA&amp;nbsp,
Cancelled, None,9/5/2007 to 9/4/2011,MAGDALENA LIBAY,FLOURISH INTL MANPOWER AND GEN SERVICES CORP,309-6743to 44,"3F PHIL GUE KAW ASSO. BLG,1907 MA OROSA &amp;nbspMALATE, MANILA", None
Cancelled, None,9/20/2004 to 9/19/2008,LOLITA UY,FLOURISH MARITIME SHIPPING,5217128 (TELEFAX),"3F PHIL GUE KAW ASSO BLG,1907 MA OROSA&amp;nbspMALATE, MANILA", None
Valid License,N/A,1/16/2018 to 1/16/2020,ELMER M SY,FLUOR MANPOWER AGENCY INC,(02) 3982245 / 0995-034-8297/ 0949-174-4996,"U101 &amp; 102 GF CASA PENNSYLVANIA COND 1638 L GUINTO&amp;nbspMALATE, MANILA",fluormanpower@yahoo.com
Delisted,,8/10/1995 to 8/10/1997,MR GOMERCINDO GATCHALIAN,"FMC FAR EAST EMPLOYMENT AGENCY, INC ",3618112,1619 RIZAL AVENUE EXT CORNER 11TH AVE. KALOOKAN&amp;nbsp,
Cancelled,NA,1/20/2010 to 1/20/2014,FELIPE T. DUMPIT,FMJ INTERNATIONAL MANPOWER & ALLIED SERVICES INC.,3534223/3535368,"RM. 705 F. SYJUCO BLDG., TAFT AVE COR. REMEDIOS ST&amp;nbspMALATE, MANILA",FMJ_INTLMANPOWERINC
Suspended, None,11/7/2012 to 11/7/2013,MARLON R CAMACHO,FMR-1990 STAFFING SERVICES INC,044-958-1424,"NO.14 GUADALUPE STREET&amp;nbspCABANATUAN CITY, NUEVA ECIJA",info@fmr-1990staffingservices.com
Valid License,www.fmwhri.8m.com,3/24/2019 to 3/23/2023,FRANCISCO S AGUILAR JR,FMW HUMAN RESOURCES INTERNATIONAL CORP (FOR: FMW HUMAN RESOURCES INT'L.),(02) 2809471/ 09277961877/ 09479424581,"ROOM 404, DO�A FELISA SYJUCO BLDG, REMEDIOS ST. CO&amp;nbspMALATE, MANILA",hrrecruitment@fmw-intl.com
Forever Banned,,8/31/1986 to 8/31/1988,RICARDO A MARCO,FN SAUNAR PLACEMENT AGENCY INC ,,214 CITYLAND COND LEGASPI VILL MAKATI CITY&amp;nbsp,
Valid License,www.focusintlmanpower.com,7/1/2015 to 6/30/2019,MA TERESA DIAMSE,FOCUS INTERNATIONAL MANPOWER SERVICES,7510263/ 09178235909/ 09399058983,"3RD FLOOR (RIGHT WING), GOODWILL BLDG, 393 SEN GIL&amp;nbspMAKATI",jobs@focusintlmanpower.com
Valid License, None,7/14/2018 to 7/13/2022,ZENAIDA B BONOAN,"FOREIGN MANPOWER SERVICES, INC.",7315984,GF&amp;2F 1769 DAPITAN ST SAMPALOC MANILA&amp;nbsp, None
Delisted, None,8/28/2008 to 8/27/2012,EMILIO C. BONOAN,"FOREIGN MANPOWER SERVICES, INC.",7315984,GF&amp;2F 1769 DAPITAN ST SAMPALOC MANILA&amp;nbsp, None
Valid License, None,11/29/2018 to 11/28/2022,ANN IMELDA V. FIDELINO,FOREVER MANPOWER SERVICES INC,616-2341/523-8001/ 09062710675,"UNITS 8 AND 12, SALUD BLDG, 1713 ANGEL LINAO ST&amp;nbspPACO, MANILA",forevermanpower@yahoo.com.ph
Suspended (Document Processing), None,9/19/2018 to 9/18/2022,ROWENA R COMO-ADAM,FORS INTERNATIONAL INC. (FORMERLY RS SANTOS PLACEMENT SVCS.,3107173/ 3107174/3107175/0999-9976515,"GF-3F, HENSON BLDG, 1549 A. MABINI ST.&amp;nbspERMITA, MANILA",fors_intl_inc@yahoo.com
Delisted,, to 2/3/1988,MR RAUL B RICAFORT,FORTRICH EMPLOYMENT AGENCY , 583149,1217 E.RODRIGUEZ BLVD COR ALABAMA ST QC&amp;nbsp,
Suspended, None,11/27/2003 to 11/26/2007,MS MARIBEL T PADAYAO,FORTUNE TRADE INTERNATIONAL INC,(02)868-1907/868-3357,"ADMIN.BLG.WATPUM,BGY.BAGONG SILANG&amp;nbspSAN PEDRO, LAGUNA", None
Valid License,www.forzaglobalservices.com,1/14/2019 to 1/13/2023,NINA FRISKA M GAMIAO,FORZA GLOBAL SERVICES INC,2327722,"G/F AND 3/F, HALA BLDG, 1836 LEON GUINTO ST&amp;nbspMALATE, MANILA",Infofgsi2017@gmail.com
Valid License,www.fosconship.com,4/17/2017 to 4/16/2021,EVELYN M DEFENSOR,FOSCON SHIPMANAGEMENT INC (FORMERLY ATLANTIC MARINE SVCS),3109184 to 87,"GF,2F &amp;3F, PALACIO GRANDE, GEN LUNA COR ANDA&amp;nbspINTRAMUROS, MANILA",foscon@foscon.com.ph
Valid License, None,1/11/2015 to 1/10/2019,MS AGNES V FORTUNA,FOUR ACES INT`L STAFFING RESOURCES INC (FOR: FOUR ACES PLACEMENT & GEN SCVS,2419909 / 9507609,"GF, 1552 ZAFIRO COR DIAMANTE STS, SAN ANDRES BUKID&amp;nbspMANILA",fouracesstaffing2016@yahoo.com
Valid License, None,6/13/2016 to 6/12/2020,LORELYN M. BERNAL,FOUR SEASONS INTERNATIONAL MANPOWER SERVICES,7085345,"1949 F. AGONCILLO STREET&amp;nbspMALATE, MANILA",fourseasonsmanpower2015@gmail.com
Valid License,www.4starcorporation.com,3/26/2016 to 3/25/2020,WILMA B LAJOM,FOUR STAR CORPORATION (FOUR STAR TRADING & INT`L PLACEMENT SERVICES),5166226/5241573,"601,6F, DY INTL BLG, 1011 GEN MALVAR COR SAN MARCE&amp;nbspMALATE, MANILA",fourstarmanila@yahoo.com
Delisted,,5/10/1990 to 5/9/1994,MR FRANCISCO T LAUREL,FRABELLE FISHING CORPORATION , 231651 /  231659,"1051 NORTH BAY BLVD&amp;nbspNAVOTAS, NAVOTAS",
Cancelled,www.franceasia.com.ph,12/7/2010 to 11/15/2018,JEAN D. GENIO,FRANCE ASIA INTERNATIONAL INC (FRANCE ASIA MANPOWER SERVICES),8974557/ 09189006127/ 09163001300,"4088 ( FORMERLY #10) YAGUE ST, BRGY. SINGKAMAS&amp;nbspMAKATI",france_employer@yahoo.com
Inactive,, to ,MR ALFONSO CACHO,FRANCISCO CACHO & COMPANY INC , 888391 /  888392,7827 MAKATI AVE MAKATI METRO MANILA&amp;nbsp,
Cancelled,,11/22/2000 to 11/22/2002,LAGRIMAS A DEL CASTILLO,FRELJES MARITIME SHIPPING AND GENERAL SERVICES CORPORATION,8932126 / 8932149,RM 302 LPL BLDG NO 215 SEN GIL PUYAT MAKATI CTY&amp;nbsp,
Valid License,www.friendmar.com.ph,5/4/2017 to 5/3/2021,ANALISA C. GIANNOPOULOS,"FRIENDLY MARITIME SERVICES, INC.",8884551,"UNIT SF-201, 2/F, SKYLAND PLAZA COND, 2302 SEN GIL&amp;nbspMAKATI",friendmar@eastern.com.ph
Cancelled, None,3/3/2010 to 3/2/2014,CHARITO L. PALO,FRIENDSHIP INTERNATIONAL MANPOWER SERVICES INC (FORMERLY FRIENDSHIP INTERNA,5671410,"RM 905 PEARL OF THE ORIENT BLDG 1240 ROXAS BLVD.&amp;nbspERMITA, MANILA",MTCFRIENDSHIP_08@YAHOO.COM
Delisted,, to 7/31/1986,MS LEONORA A GARCIA,FRIENDSHIP OVERSEAS PLACEMENT AGENCY , 580381,1444 SAN MARCELINO ST ERMITA MANILA&amp;nbsp,
Cancelled,, to 11/26/1985,MR FILOMENO S DUTERTE,FS DUTERTE CONSTRUCTION & MANAGEMENT CORPORATION, 875211 /  858283,3RD FLR ABC DEV BLDG 2251 P TAMO MAKATI&amp;nbsp,
Cancelled,, to 5/24/1985,MR ALFREDO SAN MIGUEL,FS SAN MIGUEL PLACEMENT SERVICES ,8011825,166 NATIONAL ROAD PAMPLONA LAS PINAS M MANILA&amp;nbsp,
Valid License,www.fslinternational.com,1/21/2019 to 1/20/2023,EDITHA P. ATOS,FSL INTERNATIONAL MANPOWER AND PROMOTION SERVICES INC,5246337/ 09173263537/ 09228314671,"RMS 302 &amp; 303,3F, MRS BLDG,  #1431 A MABINI ST&amp;nbspERMITA, MANILA",fsl.intl@yahoo.com/ fsl_applicant@yahoo.com
Delisted,www.fuenteceburecruitment.com,11/5/2014 to 11/5/2015,TETCHIE ENDAT SALADO,FUENTECEBU RECRUITMENT INTERNATIONAL INC,(032) 2364312/ (032) 5208080,"U720 801 813 &amp;840 ULTIMA COND FUENTE TWR 3 OSMENA&amp;nbspCEBU CITY, CEBU",info@fuenteceburecruitment.com
Denied Renewal, None,9/6/2000 to 9/27/2002,MR MELITON V SALAZAR,FUNCTIONAL SERVICES INC,7258632-73,"GF &amp; 2F 1853 E. RODRIGUEZ SR. AVE.&amp;nbspCUBAO, QUEZON CITY", None
Cancelled, None,12/9/2006 to 12/8/2010,MARICHU G. ELAGHA,FUTURE CAREERS RECRUITMENT AGENCY INC,4501265 5244538,"RMS 305 &amp; 306, JALANDONI BLG 1444 R SALAS&amp;nbspERMITA, MANILA", None
Cancelled,NA,7/7/2008 to 7/6/2012,MA. OLIVIA G. FUJIWARA,FUTURISTIC INTERNATIONAL ARTIST(FIA) PROMOTION CORP.,5175247,"RMS 404 &amp; 406, 4F, LBH BLG, 1431 A MABINI ST&amp;nbspERMITA, MANILA",NA
Forever Banned,, to ,MS FELICIDAD ANUNCIACION,FV ANUNCIACION INTERNATIONAL MANPOWER EXPORTER, 503216,2106 CAROLINA ST MALATE MANILA&amp;nbsp,
Delisted,,5/30/1988 to 5/30/1990,MR FRANCISCO V ABALOS,FVA OVERSEAS PERSONNEL CONSULTANTS , 878214 / 8180167,MOLA ST COR PASONG TAMO ST MAKATI CITY&amp;nbsp,
Valid License,www.fvj_phil.com,6/21/2016 to 6/20/2020,BERNARDO P PACIS JR,FVJ OVERSEAS PLACEMENT INC,5265897 / 5268698 / 52224442 / 09178040041,2ND &amp; 3RD LEVEL NH 08 BLG #128 PORVENIR ST&amp;nbspPASAY CITY,recruitment@fvj-phil.com
Delisted,N/A,4/28/2012 to 4/27/2016,,"G & A INTERNATIONAL MANPOWER SERVICES, INC.",7146949 / 09999990768,"RM 212, MERCHANTS BLDG, 509 P. FAURA ST&amp;nbspERMITA, MANILA",gandamanpower@yahoo.com
Cancelled, None,10/12/2010 to 10/11/2014,EDEN G DAGSI,G & D MANPOWER INTERNATIONAL INC,4736402/5217941/8040857/2399485,"RMS 205 &amp; 208, ESTRELLA COND., 858 SAN ANDRES ST&amp;nbspMALATE, MANILA",gdmanpowerinternational@yahoo.com
Suspended,www.lighthaus.ph,11/21/2016 to 11/20/2020,ROMEO M. PATINO,G & L SHIPMANAGEMENT INC (FORMERY LIGHTHAUS CREWING CORP (FOR FILNAVAL),8555360,"607-611DE LEON, 1151MH DEL PILAR COR NS DE GUIA&amp;nbspERMITA, MANILA",info@glshipmanagement.com
Valid License,http://www.gnmphil.com,9/13/2018 to 9/12/2022,MR JOWETT K GOLANGCO,G & M (PHILS) INC,7339077 / 7339066 / 7339064,426 G NEPOMUCENO ST SAN MIGUEL&amp;nbspMANILA,golangco.monteverde@yahoo.com
Cancelled, None,10/25/2007 to 10/24/2011,THELMA ROSARIO ZAMUCO,G & P MANPOWER SERVICES CORPORATION,5223774/ 5221791,"R302,304,305,305A&amp;306(A&amp;B) LUZ HENSON A MABINI&amp;nbspERMITA, MANILA",GPMAN@EDSAMAIL.COM.PH
Delisted,,2/9/1988 to 9/4/1992,MR LAUREANO T RONDAIN JR,G LAMAR INC , 785679 /  792639,17 CATTLEYA COR GRANADA ST QUEZON CITY&amp;nbsp,
Cancelled,, to 3/5/1994,MR GREGORIO C TONGOL,G TONGOL PLACEMENT SERVICES CORP, 573011 / 3632450,SUITE 27 MIDLAND PLAZA M. ADRIATICO ST ERMITA&amp;nbsp,
Delisted,NA,8/29/2008 to 8/29/2010,BENJAMIN T. GUINGONA JR.,G.O. EASTERN CONSTRUCTION CORP,7276129/7219247,"R401 JAPER PLACE CONDO 19 EISENHOWER ST MANILA&amp;nbspGREENHILLS, SAN JUAN",GOEASTERN@GMAIL.COM
Valid License,www.galant.com.ph,10/7/2015 to 10/6/2019,CAPT LEOPOLDO C TENORIO,GALANT MARITIME SERVICES INC.,567-2070,"U102 1F MARLOW BLDG 2120 LEON GUINTO ST&amp;nbspMALATE, MANILA",gmsi@galant.com.ph
Cancelled,NA,10/14/2005 to 10/14/2006,NA,GALATIANS PLACEMENT CORP,7283913/7283909,U2-B MVM MANSION 1114 ANTIPOLO ST RIZAL VILL&amp;nbspMAKATI,GALATIANS_PLACEMENTCORP@YAHOO.COM
Cancelled, None, to 11/9/1983,MR PEDRO E PASION,GALAXY CATERING & COMMISSARY SERVICES INC,706140 /  706456,"109,203,204 STATE COND IV ORTIGAS AVE GREENHILLS&amp;nbspSAN JUAN", None
Inactive,, to 2/23/1984,MR CESAR A MORAN,GALAXY CONSTRUCTION & DEVELOPMENT CORPORATION, 704339 /  706140,STATE COND IV ORTIGAS AVE GREENHILLS SAN JUAN&amp;nbsp,
Delisted,www.galaxy.ph,3/17/2008 to 3/16/2012,LEONARDO LUIS T. REYES,GALAXY SERVICES INC,7441301 TO 04,S-107 &amp; 109 STATE COND IV ORTIGAS GRNHLLS SN JUAN&amp;nbsp,/GSI@GALAXY.PH
Delisted,,1/24/1997 to 1/23/1999,MR BARTOLOME G MALOBAGO,"GALILEE SHIPPING & MANNING AGENCY, INC. ", 581743 /  598136,1195 2F MA.OROSA ST ERMITA MANILA&amp;nbsp,
Delisted, None,3/8/2000 to 3/7/2002,MR MARIANO L GALICIA JR,GALLEON EMPLOYMENT & MANAGEMENT SERVICES INTERNATIONAL CORP,8072881,DE LEON BLDG WEST SERVICE ROAD ALABANG MUNTINLUPA&amp;nbsp, None
Valid License, None,3/19/2019 to 3/18/2023,MARITES L BURAGA,GAMMON INTERNATIONAL MANPOWER AGENCY INC.,5223388 / 5229988 / 09209683866,"S504  A P BLG 1563 F AGONCILLO ST COR P GIL ST&amp;nbspERMITA, MANILA",gammon_manila_c@yahoo.com
Delisted, None,2/10/2000 to 2/8/2002,MR LUISITO T GARCIA,GARAL PLACEMENT INTERNATIONAL CORPORATION,5260301 / 5245795,SUITE 7 G/F MIDLAND PLAZA ADRIATICO ERMITA MLA&amp;nbsp, None
Cancelled, None,1/21/2005 to 7/21/2005,JOYCE C. ANGARA,"GARNET OVERSEAS MANPOWER SYSTEMS,INC.",8206341,"RM 204 GEDCOR SQUARE BLDG.,IRISAN ST.&amp;nbspSAN DIONISIO, PARA�AQUE", None
Valid License,WWW.GATPROM.NET,10/20/2015 to 11/19/2019,ANDREW B QUIRAY,GATCHALIAN PROMOTION TALENT`S POOL INC,254-3111 / 09999979721,"RM. 205, 2/F, MRS BLDG., 1431 A. MABINI STREET&amp;nbspERMITA, MANILA",gatchalianmanpower@yahoo.com
Delisted,NA,7/18/2009 to 1/17/2010,ELVISO O. YU,GATEWAY MANPOWER SERVICES,8403058,"GF SMS BLDG. 213 SEN GIL PUYAT AVE&amp;nbspMAKATI, MAKATI",gatewaymanpowerservices@yahoo.com
Cancelled, None,12/6/2003 to 12/5/2007,MS EVERDINA P ZAPANTA,GAU SHENG PHILIPPINES INCORPORATED,5519317/ 5519320,1737-G DIAN COR. DAYAP STS. MAKATI CITY&amp;nbsp, None
Forever Banned,,8/13/1986 to 8/13/1988,MR JESSIE B LINAOGO,GAYLOR INTERNATIONAL PLACEMENT INC ,7218637,SUITE 405 4/F MADRIGAL BLDG ESCOLTA STA CRUZ MLA&amp;nbsp,
Valid License,www.gbmlt.com.ph,5/14/2016 to 5/13/2020,JOSEPHINE L KADIR,GBMLT MANPOWER SERVICES INC,5262019/ 5258482 to 86/ 09188881397,"1537 (MF &amp; 2F),  M.H.  DEL PILAR ST.&amp;nbspERMITA, MANILA",gbmlt.manila@yahoo.com
Cancelled,, to 10/20/1983,MR GERARDO C BALMES,GC BALMES CONSTRUCTION , 880023,RM.1011 RUFINO BLDG AYALA AVE MAKATI CITY&amp;nbsp,
Valid License,NONE,9/12/2018 to 9/12/2020,JERRY C SEMBRANO,GCC INTERNATIONAL MANPOWER AGENCY,09662053674,T-344 T349 &amp; T-351 MILE LONG BLDG AMORSOLO ST&amp;nbspMAKATI,gccinternational88@yahoo.com
Delisted,NA,8/5/2010 to 8/5/2011,ATTY MARIA P SINGSON,GEMINI INTERNATIONAL RECRUITMENT INC,NA,"B102 AZOTEA DE BEL AIR 5786 POLARIS ST POB MAKATI&amp;nbspMAKATI, MAKATI",NA
Cancelled,NA,6/5/2011 to 6/4/2015,REYNA A. VILLANUEVA,GEMS 22 MANPOWER COMPANY,4041181/5274951,"SUITE 2,3,6,8,8B,14,16,20 &amp;29 2/F MIDLAND PLZA CON&amp;nbspERMITA, MANILA",NA
Forever Banned,, to 11/8/1987,MR VICTOR ENDRIGA,GENDO PROMOTIONS & PLACEMENT AGENCY ,5218987 /  592181,E.T.DIZON BLDG 1430 TAFT AVE ERMITA MANILA&amp;nbsp,
Valid License,,7/31/2013 to 8/3/2016,ARLEEN V ASUNCION,GENERAL CHARTERER INC ,,"2FHARBOR CTR II RAILROAD SOUTH HARBOR PORT AREA&amp;nbspPORT AREA, MANILA",
Delisted,,1/1/1950 to 8/28/1987,MR LORETO Z AQUINO,GENERAL SHIPPING CORPORATION ,8171446 / 8178486,"CORINTHIAN PLAZA BLDG PASEO DE ROXAS&amp;nbspLEGASPI VILLAGE, MAKATI",
Delisted,,2/16/2007 to 2/15/2011,JOANA L. MOJICA,GENERAL WING INTERNATIONAL PHILIPPINES (GWIPCOR)CORPORATION,3386882,U5 #1406 APACIBLE COR M GHANDI PACO MANILA&amp;nbsp,
Valid License,www.geosphere-recruitment.com,8/3/2018 to 8/2/2022,ROSALIE V GASPAY,GEO SPHERE RECRUITMENT PHILIPPINES INC,7126700 /0999-9956881/0925-6878532,"G/F, JKK PACIFIC TOWER, 1689 J. BOCOBO STREET&amp;nbspMALATE, MANILA",geosphererecruitmentinc@yahoo.com
Forever Banned,,4/11/1986 to 4/11/1988,MR RODOLFO C CRUZ,GERARD SHIPPING TRANSPORT SERVICES CO ,,"SUITE 503 VIP BLDG&amp;nbspERMITA, MANILA",
Cancelled, None,5/5/2008 to 5/4/2012,MR GERARDO J SANTOS,GERARDO J SANTOS INTERNATIONAL SERVICES INC,(02) 353-6392/(02) 668-9279/092721088126/019127462,"U-201&amp;301 LOGIC HOUSE, 1811 LM GUERRERO ST&amp;nbspMALATE, MANILA",lynpasion.gjs@gmail.com/gis_jayson@rocketmail.com
Valid License, None,12/12/2015 to 12/11/2019,MS AIDA C GERODIAS,GERDIN INTERNATIONAL MANPOWER INC,256-0521/ 256-0523,"6/F, DE LEON CENTER, 1151 M H DEL PILAR COR. NUEST&amp;nbspERMITA, MANILA",gerdinmanpower@yahoo.com
Cancelled, None,5/27/2008 to 5/26/2012,ERNESTO S. GERMANO,GERGON MARITIME SERVICES INC (FORMERLY MANILA TROPICAL SERVICES INC),5231943/5231943,2032C  LM BLG TAFT AVE COR BUENDIA PASAY&amp;nbspPASAY CITY,gergonmar@yahoo.com 
